Housing_Id,heating_features,cooling_features
4201,Central,Missing
4202,Missing,Missing
4203,Central,Central Air
4204,Wall Furnace,Missing
4205,Forced Air - Gas,AC Wall
4206,Central,Central Air
4207,See Remarks,Electric
4208,Forced Air,Central AC
4210,Central,"Central Air, Wall/Window Unit(s)"
4211,"Central, Gas, Radiant",Missing
4212,"Forced air, Electric, Solar","Central, Solar"
4213,"Central, Electric","Central Air, Dual, Electric"
4214,Central,Central Air
4215,"Forced air, Gas",Central
4216,"Central, Fireplace(s)",Central Air
4217,Missing,Missing
4218,Central,Missing
4219,Central,Central Air
4220,Missing,Missing
4221,Central Forced Air - Gas,None
4222,Central Forced Air,Central AC
4223,No Heating,None
4224,Missing,Missing
4225,Wall Furnace,None
4227,Central Forced Air,Central AC
4228,"Forced air, Gas",None
4229,Central,Missing
4230,Electric,Missing
4231,"Forced Air - Gas, Solar","AC Central, Evap Central"
4234,Missing,Missing
4235,Wall,Wall/Window
4236,Missing,Missing
4237,"Wall Furnace, Electric, Individual Room Controls, Other","Ceiling Fan, Other, Multi-Zone, Window / Wall Unit"
4242,"Central, Fireplace(s), Gas",Missing
4243,"Wood, See Remarks, Fireplace(s)","Central Air, Wall/Window Unit(s), See Remarks"
4244,"Propane, Central, Propane Stove","Central Air, Ceiling Fan(s)"
4245,Zoned,Missing
4247,Central,Central Air
4248,Central,Central Air
4249,Central,Missing
4250,Missing,None
4251,"Forced Air, Natural Gas",Central Air
4252,Missing,Missing
4253,Missing,Missing
4255,Missing,Missing
4260,Radiant,None
4261,"Electric, Wood Stove",Electric
4262,Forced Air - Gas,AC Central
4263,"Gravity, Fireplace(s)",Wall/Window Unit(s)
4264,"Forced air, Gas",Central
4266,Central,Central Air
4267,Forced air,Other
4268,Central,Ceiling Fan(s)
4269,"Forced air, Gas",None
4271,Missing,Missing
4272,Central Forced Air,Central AC
4274,Central Forced Air,Central AC
4276,Missing,Missing
4277,Central,Central Air
4278,Central,Central Air
4279,Central,Central Air
4280,Central Forced Air - Gas,Central AC
4282,Wall,None
4283,Missing,Missing
4284,Forced Air,Missing
4285,"Central Forced Air, Central Forced Air - Gas",Central AC
4286,Central,None
4287,"Gas, Forced Air",None
4288,Missing,Electric
4289,Baseboard,None
4291,Baseboard,None
4293,Other,Central
4295,Forced Air,Central AC
4297,Missing,Missing
4300,Forced Air,None
4302,Wall Furnace,Wall/Window Unit(s)
4303,Gas,None
4304,Central,"Central Air, Electric, Gas"
4305,"Baseboard, Electric",Missing
4306,Wall Furnace,None
4307,Central Forced Air,Central AC
4308,Central,Central Air
4309,"Central, Gas",Missing
4310,Gas,"Other, Central AC"
4311,Radiant,None
4312,Missing,Central Air
4313,Central,Central Air
4314,"Central, Gas",Central Air
4316,Missing,None
4317,Wall,Missing
4318,Missing,Central Air
4319,Central,Central Air
4320,Baseboard,None
4321,Floor Furnace,Missing
4323,Central,Central Air
4324,Floor Furnace,"Ceiling Fan, Window / Wall Unit"
4325,"Forced air, Gas",Central
4326,Other,Missing
4328,Missing,Missing
4330,Central,Central Air
4331,Central Forced Air - Gas,"Ceiling Fan, Central AC"
4334,Central Forced Air - Gas,None
4337,Missing,Central Air
4339,Central,Missing
4340,Central Forced Air,None
4341,Zoned,Missing
4342,Heating - 2+ Zones,None
4343,Central,Central Air
4344,Central,Central Air
4347,Gas,Missing
4348,Electric,Missing
4349,"Fireplace(s), Natural Gas",Central Air
4350,"Forced air, Electric",Missing
4351,Central Forced Air - Gas,"Other, Multi-Zone"
4352,"Heating - 2+ Zones, Central Forced Air - Gas","Multi-Zone, Central AC"
4354,Central,Central Air
4355,Forced air,Central
4356,"Baseboard, Forced air, Gas",None
4357,Central Forced Air - Gas,Central AC
4358,Fireplace(s),Missing
4359,Central,Central Air
4360,Central,None
4364,Central,Missing
4368,"Other, Solar",Central
4370,Central Forced Air,Central AC
4371,Missing,Wall/Window Unit(s)
4373,Heat Pump,Central AC
4374,Central Forced Air,Central AC
4375,Missing,Central Air
4376,Heating - 2+ Zones,"Multi-Zone, Central AC"
4378,Forced air,Other
4379,Central,Central Air
4381,Forced Air,Missing
4382,Missing,Central Air
4383,None,None
4385,Zoned,Missing
4387,"Baseboard, Electric, Gas, Propane / Butane",Missing
4388,"Electric, Propane",None
4390,Missing,Central Air
4392,Forced air,Central
4393,Forced Air - Elec,AC Central
4395,Central,Central Air
4398,Central Forced Air,Central AC
4399,"Forced Air, Fireplace(s)",Central Air
4400,Central,Missing
4401,"Forced air, Gas",Missing
4402,Central Forced Air,Central AC
4403,Baseboard,Missing
4404,Floor Furnace,None
4405,Other,None
4407,"Gas, Forced Air",Central AC
4408,"Central, Forced Air","Central Air, Electric"
4409,"Forced air, Gas","Central, Solar"
4410,Forced air,Central
4411,Central,Central
4412,Other,Wall
4413,Central,Central Air
4414,Central,Missing
4415,Missing,None
4416,"Central, Gas",Missing
4419,Forced Air,Central Air
4420,Central Forced Air,None
4421,Central,Missing
4422,Gas,Missing
4424,Missing,Missing
4426,Forced Air,None
4427,Missing,Missing
4429,Central Forced Air - Gas,None
4430,Wall Furnace,None
4431,Central Forced Air - Gas,Central AC
4432,Central Forced Air,None
4433,Forced Air,Missing
4434,Other,None
4435,Forced Air - Elec,"Ceiling Fans, Evap Central"
4436,Central,Central Air
4437,Central,"Central Air, Dual"
4438,Wall Furnace,Missing
4439,Wall,Missing
4441,"Central, Gas",Missing
4442,Electric,None
4445,Central Forced Air,Central AC
4446,Missing,Missing
4447,"Central, Fireplace(s)",Central Air
4448,Forced Air,None
4449,Central,Central Air
4450,Central,Central Air
4451,Forced Air,Central AC
4452,Central,Missing
4453,Central Forced Air - Gas,None
4454,Central,Central Air
4455,Missing,Missing
4456,Natural Gas,None
4457,Floor Furnace,None
4458,Other,Missing
4459,Missing,Missing
4460,Central,"Window Unit(s), Central Air"
4461,Wall Furnace,None
4462,Missing,Missing
4465,Central,Missing
4466,"Forced air, Gas",Central
4467,Wall,See Remarks
4468,"Central, Wood Stove",Central Air
4470,Missing,Wall/Window Unit(s)
4472,Missing,"Central Air, Electric, Gas, ENERGY STAR Qualified Equipment, High Efficiency"
4474,Central Forced Air - Gas,Central AC
4475,"None, Other",Central
4476,Central,Central Air
4477,CFAG,CFAC
4478,Forced Air,Central AC
4479,Forced air,"Other, Wall"
4480,Central,"Central, Air Conditioning"
4481,Central,Central Air
4482,"Gas, Forced Air",None
4484,Central Forced Air,None
4485,"Fireplace, Central Forced Air",Ceiling Fan
4486,"Forced air, Gas",Other
4487,"Forced air, Radiant, Electric, Gas",Central
4490,Central Forced Air,None
4491,"Fireplace(s), Wall Furnace",Missing
4492,Forced Air,None
4493,Forced air,Central
4494,Central,Central Air
4495,Missing,Missing
4496,"Forced air, Gas",Central
4497,"Central, Forced Air",Central Air
4498,Central,Central Air
4501,"Forced air, Gas",None
4502,Gas,"Ceiling Fan, Central AC"
4505,Missing,Missing
4506,Missing,None
4507,Central Forced Air - Gas,Central AC
4508,Central Forced Air - Gas,Central AC
4509,Central,Central Air
4512,"Forced air, Gas",Central
4513,Wall Furnace,See Remarks
4514,Missing,Missing
4515,Central,Missing
4516,"Other, Gas",None
4517,Central Forced Air,None
4518,Combination,Dual
4519,"Forced Air, Heating - 2+ Zones","Multi-Zone, Central AC"
4521,See Remarks,Other-Rmks
4523,Central,Central Air
4525,Gas,Missing
4526,"Central, Gas, Hot Water","Central Air, Room Air"
4527,Central,Wall/Window Unit(s)
4529,Central,Central Air
4530,Forced Air,None
4531,Central,Missing
4532,Radiant,Missing
4533,Missing,Missing
4534,Central Forced Air,Other
4535,Central,Central Air
4537,"Forced air, Other",Central
4538,"Forced air, Gas",Central
4539,Forced Air,Central Air
4540,Other,None
4541,Electric,None
4542,Missing,"Central Air, Dual"
4544,Central,Central Air
4546,Central,None
4547,Central,Central Air
4548,Missing,Missing
4549,Electric,Missing
4550,"Forced air, Electric",Central
4551,Gas,None
4552,Central,Missing
4553,Central Forced Air,Central AC
4554,Radiant,Missing
4555,Missing,Missing
4558,Missing,Missing
4559,Wall,Missing
4560,Forced air,None
4561,Central Forced Air,"Other, Central AC"
4562,"Fireplace, Central Forced Air - Gas",Window / Wall Unit
4563,Missing,Missing
4564,Central,Missing
4565,Central,"Central, Air Conditioning"
4567,Wall Furnace,See Remarks
4568,Central,Missing
4569,Forced Air,None
4570,"Electric, Wall Furnace",Missing
4571,Missing,Missing
4573,Central,Central Air
4574,"Central, Fireplace(s)",Central Air
4575,Forced Air,Central Air
4577,Central,"Air Conditioning, Multi/Zone"
4578,Central,Missing
4579,Central Forced Air,Central AC
4581,Forced air,Central
4582,Baseboard,None
4583,Electric,Missing
4584,"Central, Gas",Central Air
4585,Central,Central Air
4587,Wall Furnace,None
4588,Central,Missing
4589,Central,Central Air
4590,Central Forced Air,Central AC
4591,"Central, Gas",Missing
4592,"Gas, Forced Air, Central Forced Air - Gas, Radiant Floors",Central
4593,Forced Air,Central AC
4595,Gas,None
4597,Central,Central Air
4599,"Fireplace, Central Forced Air - Gas",Central AC
4600,Central,"Air Conditioning, Multi/Zone"
4601,Central,Central Air
4602,"Heating - 2+ Zones, Central Forced Air",None
4603,"Forced air, Gas",Central
4604,Central,Central Air
4605,"Wall Furnace, Natural Gas",Wall/Window Unit(s)
4606,Missing,Wall/Window Unit(s)
4607,Forced Air,Ceiling Fan(s)
4609,Central Forced Air,None
4610,Other,Missing
4613,Central,Central
4615,Central,"Central Air, Electric, Gas"
4616,Central,Central Air
4617,"Forced air, Electric",Central
4618,"Other, Gas",None
4619,Combination,Missing
4620,"Baseboard, Electric",Missing
4621,"Central, Natural Gas",Central Air
4622,Central,Central Air
4623,Forced Air,None
4624,Central,Central Air
4625,Central,Missing
4628,Central Forced Air,Central AC
4629,Central,Central Air
4630,Central,Missing
4631,Central,Central Air
4632,Missing,Missing
4633,Central Forced Air,Central AC
4635,Wall Furnace,None
4636,Central,Missing
4637,Central Forced Air,None
4638,Forced air,Missing
4639,Missing,None
4640,"Electric, Baseboard",None
4642,"Forced air, Gas",None
4643,Central Forced Air,Central AC
4644,Central,Missing
4645,"Heating - 2+ Zones, Central Forced Air",Multi-Zone
4646,Central Forced Air,Central AC
4647,Central,Central Air
4648,Central,Wall/Window Unit(s)
4649,Central Forced Air,Central AC
4651,Wall Furnace,None
4652,Radiant,None
4653,Central Forced Air,Central AC
4654,"Central, Gas",Missing
4655,Forced air,Central
4656,Missing,Missing
4657,Forced air,Other
4658,"Forced air, Gas",Central
4659,Central,"Central Air, Ceiling Fan(s)"
4660,"Forced air, Gas",Central
4662,Central,Central
4663,Central Forced Air - Gas,Central AC
4664,Wall Furnace,Ceiling Fan
4665,Central Forced Air - Gas,None
4666,Forced Air,None
4667,Central,Missing
4668,See Remarks,None
4669,Forced Air - Gas,"AC Central, Ceiling Fans"
4670,See Remarks,See Remarks
4671,Gas,Evaporative Cooler
4672,Central Forced Air,Central AC
4673,"Central, Gas, Radiant",Missing
4675,Central,Missing
4677,Wall Furnace,Evaporative Cooling
4678,Central Forced Air - Gas,None
4679,Missing,Missing
4682,"Forced air, Gas",Other
4683,Radiant,Missing
4686,Central,None
4687,"Other, Gas",Missing
4688,"Forced air, Electric, Gas",Central
4691,"Central, Gas, Radiant",Missing
4693,Forced air,Central
4694,Central Forced Air - Gas,None
4696,Missing,Central Air
4697,Missing,Missing
4698,Floor Furnace,None
4699,Central,Central Air
4700,"Forced air, Gas",Refrigerator
4701,Zoned,"Zoned, ENERGY STAR Qualified Equipment"
4702,Central,Central Air
4703,No Heating,None
4706,No Heating,None
4708,Missing,Missing
4709,Central,Missing
4713,Electric,Missing
4714,Missing,See Remarks
4715,Electric,Missing
4717,Central,Central Air
4719,Forced Air,None
4720,Central,Central Air
4721,Central,"Central, Other"
4722,Forced Air,None
4724,"Forced air, Propane / Butane",None
4725,Central,Central Air
4726,"Central, Fireplace(s)",Central Air
4728,Wall,Missing
4729,Forced Air,Central Air
4730,Central,Missing
4731,Wall Furnace,Wall/Window Unit(s)
4733,Central Forced Air,"Evaporative Cooler, Central AC"
4734,"Gas, Forced Air",Central AC
4735,Central Forced Air,Central AC
4736,Central,None
4737,Central,Missing
4738,Central,Central Air
4739,Central,Missing
4740,"Baseboard, Central",Missing
4741,"Natural Gas, Forced Air",Missing
4743,Forced air,None
4744,Central Forced Air,Central AC
4745,Central,Central Air
4746,"Central, Gas",Missing
4747,Central,Missing
4748,Wall Furnace,None
4749,Central,Central Air
4750,Central,Central Air
4751,Missing,Central Air
4752,Electric,Missing
4753,Central,None
4754,Central,Central Air
4755,Missing,Missing
4756,Central,Missing
4757,Central,Central Air
4760,"Forced air, Gas",Other
4761,Wall Furnace,Ceiling Fan
4763,Missing,Refrigerator
4764,Electric,Window Unit(s)
4766,None,None
4767,Forced Air,Central Air
4768,"None, Other",None
4769,Forced Air,None
4770,Central,Central Air
4773,Wall Furnace,Missing
4774,Central,Central Air
4775,Central,Missing
4776,"Central, Fireplace(s)",Central Air
4777,Forced air,Central
4778,Central,"Central Air, Ceiling Fan(s)"
4779,"Other, Gas",None
4780,Central,Central Air
4781,Zoned,Missing
4782,Other,Other
4783,Electric,Missing
4784,"Other, Gas",Missing
4785,Central,Missing
4786,"Forced air, Gas",None
4787,Central,Central Air
4788,Missing,Missing
4789,Other,Central
4793,Central,Central Air
4794,Forced air,Central
4795,Missing,Central Air
4796,"Wall Furnace, Fireplace(s), See Remarks",See Remarks
4798,Radiant,Missing
4799,"Forced air, Gas",Central
4800,Central,See Remarks
4801,Central Forced Air,None
4802,"Other, Stove, Oil, Wood / Pellet",None
4803,Missing,None
4804,Central,None
4805,Central,Central Air
4807,Missing,None
4808,Central,Central Air
4809,Forced air,Central
4810,Forced Air,Ceiling Fan(s)
4811,"Forced air, Gas",Wall
4812,Missing,Wall/Window Unit(s)
4813,Wall Furnace,None
4814,"Forced Air, Wood, Fireplace(s), See Remarks",None
4815,Central Forced Air,None
4818,Zoned,Dual
4820,Central,Missing
4821,"Forced air, Gas",Central
4822,Other,Other
4823,Missing,Missing
4824,"Central, Gas",Missing
4825,Other,Central
4826,Missing,Missing
4827,Central,Central Air
4830,Central,Central Air
4832,Missing,Missing
4833,Electric,None
4834,Zoned,Zoned
4835,Central,Central Air
4837,Missing,Missing
4839,Heat Pump,"Ceiling Fans Pre-Wired, Heat Pump"
4840,Missing,Missing
4841,Central Forced Air,None
4842,Central Forced Air,None
4843,Missing,Missing
4844,Central Forced Air,Ceiling Fan
4846,Missing,None
4847,Missing,See Remarks
4848,Central Forced Air - Gas,Central AC
4849,Central,None
4851,Missing,Missing
4852,Missing,Central Air
4853,Central Forced Air,None
4855,Wall,Missing
4856,Missing,Missing
4858,Central,Central Air
4859,Missing,Missing
4860,Other,None
4862,Forced air,Other
4863,"Forced air, Gas",Central Air
4864,Central Forced Air,Central AC
4865,Central Forced Air,Central AC
4866,"Forced air, Gas",None
4867,Forced Air - Elec,Evap Central
4868,Central,Central Air
4870,Central,Missing
4871,"Central Forced Air, Central Forced Air - Gas",None
4872,Central,Central Air
4874,Missing,Wall/Window Unit(s)
4875,Missing,Missing
4876,Central,Central Air
4877,Central,Central Air
4878,Wall Furnace,None
4879,"Wall Furnace, Fireplace",None
4881,Missing,Missing
4883,Central,Central Air
4884,Central,Central Air
4886,Central,Missing
4887,Central,Central Air
4888,Radiant,Missing
4889,"Forced air, Electric, Gas",Missing
4891,Central Forced Air,None
4892,Other,Missing
4893,Central,Central Air
4894,Missing,None
4895,Central,Missing
4896,Wall Furnace,None
4897,"Other, Gas",Central
4898,Central,Missing
4899,Central Forced Air - Gas,None
4900,Missing,Missing
4901,Missing,Missing
4904,Central,Missing
4905,Missing,Missing
4906,Central Forced Air,Central AC
4907,"Central, Gas",Missing
4908,Missing,None
4909,Central,Central Air
4910,Missing,Missing
4911,"Central, Gas",Missing
4912,Central,Central Air
4913,"Central, ENERGY STAR Qualified Equipment, High Efficiency, See Remarks","ENERGY STAR Qualified Equipment, See Remarks"
4915,"None, Wall",Central
4916,Central Forced Air,None
4917,Central Forced Air - Gas,None
4919,Central,Central
4920,Central,Central Air
4921,Central Forced Air,Central AC
4923,Central Forced Air,None
4924,Central,Central
4926,"Forced air, Gas",Other
4927,"Central Forced Air, Propane",None
4928,Central Forced Air - Gas,Central AC
4929,Other,Other
4930,"Wall, Gas",Other
4931,Central,None
4933,"Forced air, Gas",None
4934,Central,Missing
4935,Central Forced Air,None
4936,Gas,None
4938,Electric,Missing
4939,Wall Heater,Missing
4940,Central,Central Air
4941,Central,Central
4942,"Central, Gas",Missing
4943,"Forced air, Gas",Central
4944,Central,Central Air
4946,Wall Furnace,None
4947,Central Forced Air - Gas,Central AC
4948,Forced Air,Central Air
4949,Forced air,None
4951,Central Forced Air,None
4952,Central,Central Air
4953,Missing,Missing
4954,Central Forced Air - Gas,Central AC
4956,Radiant,Missing
4958,"Floor Furnace, Fireplace(s)",Wall/Window Unit(s)
4960,"Floor Furnace, Wall Furnace, Natural Gas",None
4961,Radiant,None
4962,Missing,Gas
4963,"None, Baseboard",None
4964,Central,Central Air
4965,Natural Gas,Central Air
4966,Missing,Missing
4969,Other,Missing
4970,Central Forced Air,Ceiling Fan
4971,Central Forced Air,None
4972,Missing,Missing
4973,Central Forced Air - Gas,None
4974,Central Forced Air,Ceiling Fan
4975,Central Forced Air - Gas,None
4976,Central Forced Air - Gas,Central AC
4977,Missing,Central Air
4978,Radiant,Missing
4979,"Central, Gas",Missing
4980,Missing,None
4982,Central,Missing
4984,Missing,None
4985,Wall Furnace,None
4986,Central Forced Air,Central AC
4987,Central,Central Air
